PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
7254;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7255;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7256;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7257;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7258;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7259;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7260;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7261;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7262;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7263;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7264;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7265;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7266;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7267;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7268;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7269;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7270;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7271;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7272;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7273;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7274;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7275;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7276;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7277;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7278;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7279;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7280;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7281;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7282;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7283;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7284;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7285;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7286;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7287;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7288;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7289;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7290;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7291;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7292;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7293;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7294;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7295;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7296;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7297;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7298;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7299;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7300;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7301;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7302;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7303;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7304;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7305;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7306;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7307;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7308;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7309;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7310;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7311;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7312;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7313;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7314;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7315;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7316;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7317;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7318;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7319;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7320;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7321;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7322;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7323;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7324;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7325;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7326;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7327;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7328;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7329;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7330;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7331;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7332;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7333;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7334;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7335;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7336;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7337;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7338;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7339;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7340;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7341;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7342;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7343;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7344;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7345;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7346;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7347;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7348;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7349;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7350;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7351;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7352;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7353;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7354;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7355;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7356;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7357;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7358;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7359;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7360;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7361;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7362;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7363;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7364;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7365;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7366;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7367;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7368;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7369;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7370;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7371;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7372;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7373;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7374;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7375;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7376;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7377;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7378;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7379;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7380;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7381;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7382;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7383;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7384;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7385;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7386;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7387;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7388;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7389;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7390;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7391;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7392;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7393;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7394;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7395;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7396;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7397;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7398;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7399;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7400;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7401;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7402;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7403;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7404;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7405;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7406;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7407;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7408;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7409;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7410;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7411;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7412;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7413;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7414;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7415;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7416;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7417;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7418;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7419;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7420;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7421;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7422;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7423;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7424;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7425;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7426;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7427;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7428;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7429;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7430;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7431;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7432;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7433;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7434;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7435;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7436;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7437;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7438;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7439;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7440;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7441;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7442;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7443;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7444;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7445;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
