PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
6478;;;
6479;;;
6480;;;
6481;;;
6482;;;
6483;;;
6484;;;
6485;;;
6486;;;
6487;;;
6488;;;
6489;;;
6490;;;
6491;;;
6492;;;
6493;;;
6494;;;
6495;;;
6496;;;
6497;;;
6498;;;
6499;;;
6500;automatische Ausbuchung aus AZ5;;
6501;;;
6502;;;
6503;;;
6504;;;
6505;;;
6506;;;
6507;;;
6508;;;
6509;;;
6510;;;
6511;;;
6512;;;
6513;;;
6514;;;
6515;;;
6516;;;
6517;;;
6518;;;
6519;;;
6520;Abgrenzungsbuchungen AZ5;;
6521;;;
6522;;;
6523;;;
6524;;;
6525;;;
6526;;;
6527;;;
6528;;;
6529;;;
6530;;;
6531;;;
6532;;;
6533;;;
6534;;;
6535;;;
6536;;;
6537;;;
6538;;;
6539;;;
6540;;;
6541;;;
6542;;;
6543;;;
6544;;;
6545;;;
6546;;;
6547;;;
6548;;;
6549;;;
6550;;;
6551;;;
6552;;;
6553;;;
6554;;;
6555;;;
6556;;;
6557;;;
6558;;;
6559;;;
6560;;;
6561;;;
6562;;;
6563;;;
6564;;;
6565;;;
6566;;;
6567;;;
6568;;;
6569;;;
6570;;;
6571;;;
6572;;;
6573;;;
6574;;;
6575;;;
6576;;;
6577;;;
6578;;;
6579;;;
6580;;;
6581;;;
6582;;;
6583;;;
6584;;;
6585;;;
6586;;;
6587;;;
6588;;;
6589;;;
6590;;;
6591;;;
6592;;;
6593;;;
6594;;;
6595;;;
6596;;;
6597;;;
6598;;;
6599;;;
6600;;;
6601;;;
6602;;;
6603;;;
6604;;;
6605;;;
6606;Abgrenzung Zinsen lfd. Jahr mit Wechselkurs aus der SAP-Awendung der BSK;;aenderung_bezeichnung
6607;;;
6608;;;
6609;;;
6610;;;
6611;;;
6612;;;
6613;;;
6614;;;
6615;;;
6616;;;
6617;;;
6618;;;
6619;;;
6620;;;
6621;;;
6622;;;
6623;;;
6624;;;
6625;;;
6626;;;
6627;;;
6628;;;
6629;;;
6630;;;
6631;;;
6632;;;
6633;;;
6634;;;
6635;;;
6636;;;
6637;;;
6638;;;
6639;;;
6640;;;
6641;;;
6642;;;
6643;;;
6644;;;
6645;;;
6646;;;
6647;;;
6648;;;
6649;;;
6650;;;
6651;;;
6652;;;
6653;;;
6654;;;
6655;;;
6656;;;
6657;;;
6658;;;
6659;;;
6660;;;
6661;;;
6662;;;
6663;;;
6664;;;
6665;;;
6666;KK-Zinsabschlussbuchung;;
6667;;;
6668;;;
6669;;;
6670;;;
6671;;;
6672;;;
6673;;;
6674;;;
6675;;;
6676;;;
6677;;;
6678;;;
6679;;;
6680;;;
6681;;;
6682;;;
6683;;;
6684;;;
6685;;;
6686;;;
6687;;;
6688;;;
6689;;;
6690;;;
6691;;;
6692;;;
6693;;;
6694;;;
6695;;;
6696;;;
6697;;;
6698;;;
6699;;;
6700;automatische Ausbuchung aus AZ7;;
6701;automatische Buchung AZ7 - Rahmenaval bei Einbuchung alt;;
6702;automatische Buchung AZ7 - Rahmenaval bei Einbuchung neu;;
6703;automatische Buchung AZ7 - Zinsbuchung FSP;;
6704;automatische Buchung AZ7 - Bewertung Avale;;aenderung_bezeichnung
6705;;;
6706;;;
6707;automatische Buchung AZ7 - Avale;;
6708;;;
6709;;;
6710;;;
6711;automatische Buchungen AZ7 - Avale;;
6712;;;
6713;;;
6714;;;
6715;;;
6716;;;
6717;;;
6718;;;
6719;;;
6720;;;
6721;;;
6722;;;
6723;;;
6724;;;
6725;;;
6726;;;
6727;;;
6728;;;
6729;;;
6730;;;
6731;;;
6732;;;
6733;;;
6734;;;
6735;;;
6736;;;
6737;;;
6738;;;
6739;;;
6740;;;
6741;;;
6742;;;
6743;;;
6744;;;
6745;;;
6746;;;
6747;;;
6748;;;
6749;;;
6750;;;
6751;;;
6752;;;
6753;;;
6754;;;
6755;;;
6756;;;
6757;;;
6758;;;
6759;;;
6760;;;
6761;;;
6762;;;
6763;;;
6764;;;
6765;;;
6766;;;
6767;;;
6768;;;
6769;;;
6770;;;
6771;;;
6772;;;
6773;;;
6774;;;
6775;;;
6776;;;
6777;;;
6778;;;
6779;;;
6780;;;
6781;;;
6782;;;
6783;;;
6784;;;
6785;;;
6786;;;
6787;;;
6788;;;
6789;;;
6790;;;
6791;;;
6792;;;
6793;;;
6794;;;
6795;;;
6796;;;
6797;;;
6798;;;
6799;automatische Buchung AZ7 - Rahmenaval Synchronisation;;
6800;;;
6801;;;
6802;;;
6803;;;
6804;;;
6805;;;
6806;;;
6807;;;
6808;;;
6809;;;
6810;;;
6811;;;
6812;;;
6813;;;
6814;;;
6815;;;
6816;;;
6817;;;
6818;;;
6819;;;
6820;;;
6821;;;
6822;;;
6823;;;
6824;;;
6825;;;
6826;;;
6827;;;
6828;;;
6829;;;
6830;;;
6831;;;
6832;automatische Umsätze aus AZ8 - Sorten;;
6833;;;
6834;;;
6835;;;
6836;;;
6837;;;
6838;;;
6839;;;
6840;;;
6841;;;
6842;;;
6843;;;
6844;;;
6845;;;
6846;;;
6847;;;
6848;;;
6849;;;
6850;;;
6851;;;
6852;;;
6853;;;
6854;;;
6855;;;
6856;;;
6857;;;
6858;;;
6859;;;
6860;;;
6861;;;
6862;;;
6863;;;
6864;;;
6865;;;
6866;;;
6867;;;
6868;;;
6869;;;
6870;;;
6871;;;
6872;;;
6873;;;
6874;;;
6875;;;
6876;;;
6877;;;
6878;;;
6879;;;
6880;;;
6881;automatische Umsätze GuV-Umbuchung Fremdwährung (FW) u. Devisenbewertung;;
6882;;;
6883;;;
6884;;;
6885;;;
6886;;;
6887;;;
6888;;;
6889;;;
6890;;;
6891;;;
6892;;;
6893;;;
6894;;;
6895;;;
6896;;;
6897;;;
6898;;;
6899;;;
6900;;;
6901;;;
6902;;;
6903;;;
6904;;;
6905;;;
6906;;;
6907;Zinsabschlussbuchung der in der GuV zu vereinnahmenden Zinsen;;
6908;Zinsabschlussbuchung der nicht in der GuV zu vereinnahmenden Zinsen;;
6909;Ausbuchung der noch nicht in die GuV eingeflossenen Zinsen Vorjahre - HK87;;
6910;Automatischer Vorsteuerabzug;;aenderung_bezeichnung
6911;;;
6912;;;
6913;Umsätze Fremdsystem (Nicht OSPlus), z.B. LBBW blauen Konten - rote Konten;;aenderung_bezeichnung
6914;;;
6915;;;
6916;;;
6917;;;
6918;;;
6919;;;
6920;;;
6921;;;
6922;;;
6923;;;
6924;;;
6925;;;
6926;;;
6927;;;
6928;;;
6929;;;
6930;;;
6931;;;
6932;;;
6933;;;
6934;;;
6935;;;
6936;;;
6937;;;
6938;;;
6939;;;
6940;;;
6941;;;
6942;;;
6943;;;
6944;;;
6945;;;
6946;;;
6947;;;
6948;;;
6949;;;
6950;;;
6951;;;
6952;;;
6953;;;
6954;;;
6955;;;
6956;;;
6957;;;
6958;;;
6959;;;
6960;;;
6961;;;
6962;;;
6963;;;
6964;;;
6965;;;
6966;;;
6967;;;
6968;;;
6969;;;
6970;;;
6971;;;
6972;;;
6973;;;
6974;;;
6975;;;
6976;;;
6977;;;
6978;;;
6979;;;
6980;;;
6981;;;
6982;;;
6983;;;
6984;;;
6985;;;
6986;;;
6987;;;
6988;;;
6989;;;
6990;IFRS-Bewertungsumsätze;;
6991;;;
6992;;;
6993;;;
6994;;;
6995;;;
6996;;;
6997;;;
6998;;;
6999;automatische Kontoumlegung für AZ3 auf andere Betriebsstelle;;
7000;SEPA-ZV-Ausgang aus DA (Soll);;aenderung_bezeichnung, manuell_zu_maschinell
7001;SEPA-ZV-Ausgang aus DA (Haben);;aenderung_bezeichnung, manuell_zu_maschinell
7002;SEPA-ZV-Ausgang der PS-DA (Soll);;aenderung_bezeichnung
7003;SEPA-ZV-Ausgang der PS-DA (Haben);;aenderung_bezeichnung
7004;PS-Spargegenwerte - Soll;;
7005;PS-Spargegenwerte - Haben;;
7006;;;
7007;;;
7008;;;
7009;;;
7010;DA-Lastschriften Soll;;
7011;DA-Lastschriften - Haben;;
7012;Infomatorische Umsätze Soll für Subsystem NORDLB Darlehen;;
7013;Infomatorische Umsätze Haben für Subsystem NORDLB Darlehen;;
7014;;;
7015;;;
7016;BSE-Ausgang aus 3270-Erfassung;x;
7017;;;
7018;Lastschrift SWIFT B-S;x;
7019;Gutschrift SWIFT B-S;x;
7020;LOGE - Soll;x;
7021;LOGE - Haben;x;
7022;PAYSYS - SWIFT WestLB - Soll;;
7023;PAYSYS - SWIFT WestLB - Haben;;
7024;DANSYS WestLB - Soll;;
7025;DANSYS WestLB - Haben;;
7026;PASSYS WestLB - Soll;;
7027;PASSYS WestLB - Haben;;
7028;SEPA-ZV-Ausgang aus der SFDK-Abwicklung (Soll);;
7029;SEPA-ZV-Ausgang aus der SFDK-Abwicklung (Haben);;
7030;SEPA-ZV-Ausgang der AZ6 (Soll);x;
7031;SEPA-ZV-Ausgang der AZ6 (Haben);x;
7032;SEPA-ZV-Ausgang der AZ2 (Soll);;
7033;SEPA-ZV-Ausgang der AZ2 (Haben);;
7034;SEPA-ZV-Ausgang der AZ4 (Soll);;
7035;SEPA-ZV-Ausgang der AZ4 (Haben);;
7036;SEPA-ZV-Ausgang der AZ7 (Soll);;
7037;SEPA-ZV-Ausgang der AZ7 (Haben);;
7038;Belastung ec-Scheckheftgebühren;;
7039;Gutschrift ec-Scheckheftgebühren;;
7040;automatische Gebührenbelastung für EC-Karten - Gebührenbelastung bei Produktionsintervall 1 - 3;;
7041;automatische Gebührenbelastung für EC-Karten - jährliche Gebührenbelastung;;
7042;Entgelt für Kartensperren;;
7043;Gegenwert EC-Scheckheftgebühren;;
7044;Umsätze von Beleglesesystemen - Soll/Haben - KuBa-Form;;
7045;DATA-Weiterleitung aus BS-Überleitungen - Soll;;
7046;DATA-Weiterleitung aus BS-Überleitungen - Haben;;
7047;;;
7048;Scheck-DATA (nur Speicherung innerhalb der DATA-Verwaltung, Buchungen unter PN 4851 - 4899);;
7049;Erstattung Kartenentgelt;x;
7050;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7051;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7052;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7053;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7054;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7055;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7056;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7057;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7058;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7059;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7060;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7061;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7062;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7063;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7064;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7065;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7066;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7067;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7068;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7069;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7070;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7071;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7072;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7073;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7074;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7075;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7076;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7077;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7078;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7079;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7080;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7081;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7082;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7083;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7084;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7085;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7086;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7087;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7088;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7089;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7090;Rechnungen aus dem zentralen Rechnungsbaustein;;aenderung_bezeichnung
7091;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7092;Verwahrentgelt zu Lasten eines AZ2-Kontos (Soll);;aenderung_bezeichnung
7093;Verwahrentgelt zu Gunsten eines AZ2-Kontos (Haben);;aenderung_bezeichnung
7094;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7095;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7096;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7097;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7098;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7099;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7100;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7101;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7102;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7103;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7104;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7105;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7106;SEPA-ZV-Ausgang der AZ3 (Soll);;aenderung_bezeichnung
7107;SEPA-ZV-Ausgang der AZ3 (Haben);;aenderung_bezeichnung
7108;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7109;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7110;SEPA-ZV-Ausgang der AZ5 (Soll);;aenderung_bezeichnung
7111;SEPA-ZV-Ausgang der AZ5 (Haben);;aenderung_bezeichnung
7112;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7113;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7114;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7115;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7116;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7117;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7118;SEPA-ZV-Ausgang aus Simcorp-Dimension (Soll);;
7119;SEPA-ZV-Ausgang aus Simcorp-Dimension (Haben);;
7120;SEPA-ZV-Ausgang für Schließfächer (Soll);;
7121;SEPA-ZV-Ausgang für Schließfächer (Haben);;
7122;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7123;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7124;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7125;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7126;SEPA-ZV-Ausgang aus ISP- bzw. Telefonbankingaufträgen (Soll);;aenderung_bezeichnung
7127;SEPA-ZV-Ausgang aus ISP- bzw. Telefonbankingaufträgen (Haben);;aenderung_bezeichnung
7128;SEPA-ZV-Ausgang aus KSB-Offline-Transaktionen (Soll);;aenderung_bezeichnung
7129;SEPA-ZV-Ausgang aus KSB-Offline-Transaktionen (Haben);;aenderung_bezeichnung
7130;SEPA-ZV-Ausgang aus KSB-Online-Transaktionen (Soll);;aenderung_bezeichnung
7131;SEPA-ZV-Ausgang aus KSB-Online-Transaktionen (Haben);;aenderung_bezeichnung
7132;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7133;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7134;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7135;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7136;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7137;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7138;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7139;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7140;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7141;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7142;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7143;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7144;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7145;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7146;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7147;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7148;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7149;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7150;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7151;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7152;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7153;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7154;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7155;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7156;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7157;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7158;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7159;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7160;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7161;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7162;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7163;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7164;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7165;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7166;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7167;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7168;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7169;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7170;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7171;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7172;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7173;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7174;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7175;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7176;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7177;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7178;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7179;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7180;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7181;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7182;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7183;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7184;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7185;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7186;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7187;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7188;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7189;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7190;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7191;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7192;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7193;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7194;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7195;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7196;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7197;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7198;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7199;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7200;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7201;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7202;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7203;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7204;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7205;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7206;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7207;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7208;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7209;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7210;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7211;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7212;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7213;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7214;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7215;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7216;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7217;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7218;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7219;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7220;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7221;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7222;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7223;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7224;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7225;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7226;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7227;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7228;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7229;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7230;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7231;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7232;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7233;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7234;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7235;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7236;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7237;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7238;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7239;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7240;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7241;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7242;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7243;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7244;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7245;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7246;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7247;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7248;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7249;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7250;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7251;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7252;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
7253;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
